,country,description,designation,points,price,province,region,taster_name,title,variety,winery
4740,France,"Apart from the three regular varieties in this blend, there are three that are rarely found (Arbane, Petit Meslier and Pinot Blanc). It gives a wine that has an very different profile, with nuts and yeast well to the fore and dominating the more citrus fruit flavors. The wine is full, ripe and ready to drink.",Clos du Château de Bligny Cuvée 6 Cépages,89,100.0,Champagne,Champagne,Roger Voss,Château de Bligny NV Clos du Château de Bligny Cuvée 6 Cépages  (Champagne),Champagne Blend,Château de Bligny
4741,Australia,"Full bodied, lush and slightly liquorous in style, the 2008 Footbolt is also packed with peppery, slightly herbal blackberry fruit. There's also a hint of menthol. Drink it over the next 12 months.",The Footbolt,87,19.0,South Australia,McLaren Vale,Joe Czerwinski,D'Arenberg 2008 The Footbolt Shiraz (McLaren Vale),Shiraz,D'Arenberg
4742,US,"This full-bodied wine smells jammy and tastes superripe, like blackberry syrup, so it has a broad, soft texture and a mash-up of late-harvested fruit flavors that are very tasty.",Sky High Ranch,88,48.0,California,Mendocino Ridge,Jim Gordon,Ferrari-Carano 2014 Sky High Ranch Pinot Noir (Mendocino Ridge),Pinot Noir,Ferrari-Carano
4743,Italy,"Here's a big, hearty wine that opens with aromas of underbrush, tilled soil, truffle, stewed black-skinned fruit and a whiff of menthol. The palate offers blackberry jam, cherries marinated in spirits, coffee, mocha and a confectionary note alongside the warmth of evident alcohol. It's already rather evolved and accessible, with velvety tannins. Drink soon.",Vallocchio,90,75.0,Tuscany,Brunello di Montalcino,Kerin O’Keefe,Fanti 2011 Vallocchio  (Brunello di Montalcino),Sangiovese,Fanti
4744,US,"Given additional structure from the addition of 21% Cabernet Sauvignon and 1% Petit Verdot, this well-made wine shows a wealth of plum and raspberry that's succulent on the palate. Soft supple tannin provides support and a touch of heat, the finish is awash in cinnamon and vanilla.",,90,45.0,California,Napa Valley,Virginie Boone,Rombauer 2014 Merlot (Napa Valley),Merlot,Rombauer
4745,US,"Soft, slightly sweet and simple, a wine with tastes of chocolate-covered cherries, raspberries and smoky sandalwood. Drink now.",Bailey Vineyard,84,23.0,California,Paso Robles,,Minassian-Young 2007 Bailey Vineyard Zinfandel (Paso Robles),Zinfandel,Minassian-Young
4746,US,"Though just two years past fermentation, this is already taking on a mature hue with hints of bricking around the rim. It's soft, smooth and lightly toasty, a blend of rose water and wild raspberry flavors that have the precision and elegance to impress. Though light and low in alcohol, it's a well-made, true-to-variety style.",Blue Chip,89,25.0,Oregon,Columbia Gorge (OR),Paul Gregutt,Wy'East Vineyards 2013 Blue Chip Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Wy'East Vineyards
4747,US,"A good, fruity but rustic wine. Raw tannins frame flavors of blackberries, cherries and sandalwood, with a touch of bacon. Could conceivably develop bottle nuances, but it's probably best opened soon.",,85,40.0,California,Napa Valley,,Judd's Hill 2007 Merlot (Napa Valley),Merlot,Judd's Hill
4748,US,"This is the winery's reserve, made just once previously, in 2010. Rich, deep and chewy, it brings black cherry fruit to the front and center, streaked with highlights of earth and iron. Big at first, the wine seems to lighten up through the finish, with lemon and orange-peel notes leading into a pleasant wash of chocolate.",Prima,92,100.0,Oregon,Chehalem Mountains,Paul Gregutt,Lachini 2012 Prima Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini
4749,US,"Wonderful flavors in this dry Syrah, ranging from blackberries and cherries through cola to dried herbs and anise. The tannins are gentle. The big problem is excessive softness, which mars the wine's structural integrity. Ready now.",Persephone Vineyard,86,32.0,California,Napa Valley,,Peju 2007 Persephone Vineyard Syrah (Napa Valley),Syrah,Peju
4750,Italy,"Aromas of black plum, pipe tobacco, cooking spice and crushed herb lead the nose of this structured blend of 50% Merlot, 40% Cabernet Sauvignon and 10% Petit Verdot. The smooth palate delivers dried black currants, blackberry extract, licorice and cloves wrapped up in velvety tannins.",Oreno,93,108.0,Tuscany,Toscana,Kerin O’Keefe,Tenuta Sette Ponti 2011 Oreno Red (Toscana),Red Blend,Tenuta Sette Ponti
4751,Israel,"Enticing aromas of black cherry conserves on toast lead to flavors of stewed cherries and raspberry, with licorice and clove notes. The deep fruit flavors are overly ripe and powerful. Although the flavors work well together, the wine lacks brightness.",Secret Reserve,86,40.0,Judean Hills,,Mike DeSimone,Shiloh Winery 2011 Secret Reserve Cabernet Sauvignon (Judean Hills),Cabernet Sauvignon,Shiloh Winery
4752,US,"From an estate block planted to a mysterious suitcase clone, this is an insanely memorable and indelible Pinot. High in acidity, it discloses a touch of cedar on the back palate, richly luxurious and just aching for wild Sonoma duck adorned in a cherry reduction sauce. Cherry pit, berry, lavender and violet play on the nose and tongue, infusing the wine with a playfulness balanced by power.",The Traveler,97,150.0,California,Fort Ross-Seaview,Virginie Boone,Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
4753,Australia,"This is another top-flight example of how good the 2012 vintage was for South Australian Shiraz. The oak here is so subtle as to not factor into the wine's scents of raspberry and cracked pepper. Hints of spice and vanilla mark the palate, gently accenting red berry fruit before ending in a flood of silky tannins. Drink now–2030.",Entity,93,40.0,South Australia,Barossa,Joe Czerwinski,John Duval Wines 2012 Entity Shiraz (Barossa),Shiraz,John Duval Wines
4754,US,"Easy to drink, with some sweetness to the pear, apricot and orange flavors, like a drizzle of honey on fresh fruit. The mousse, which creates the mouthfeel, is refined and smooth, lacking sharp edges, which adds to the impression of finesse. Overall, a very fine sparkling wine, especially considering its nonvintage status.",25th Anniversary J Cuvée,91,24.0,California,Russian River Valley,,J Vineyards & Winery NV 25th Anniversary J Cuvée Sparkling (Russian River Valley),Sparkling Blend,J Vineyards & Winery
4755,Italy,"Rich, lush and Port-like, with tons of sweet fruit. The rush of dark plum and berry carried on the wavy, dense palate is hedonistic, and while it won't age forever, the bet here is that it'll prove irresistible to anyone who tries it.",,92,,Tuscany,Brunello di Montalcino,Michael Schachner,Casanuova delle Cerbaie 1999  Brunello di Montalcino,Sangiovese,Casanuova delle Cerbaie
4756,US,"Compared with the generally more delicate offerings from this producer, Bucher is always a standout. It's a raunchy, earthy barnyard expression of rustic cheese rind and dark cherry that symbolizes its origins in outstanding ways. Lively acidity keeps it fresh in the glass, while cardamon, rosemary and Asian spice provide the intrigue.",Bucher Vineyard,94,59.0,California,Russian River Valley,Virginie Boone,Williams Selyem 2013 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
4757,Spain,"Dusty, briny aromas are low on fruit and charm. This has a hollow, flimsy makeup to go with bitter tangerine and raspberry flavors. At this point, it's almost not worth it. It's better to wait for the 2015.",Protocolo,83,7.0,Central Spain,Vino de la Tierra de Castilla,Michael Schachner,Dominio de Eguren 2014 Protocolo Rosado (Vino de la Tierra de Castilla),Rosado,Dominio de Eguren
4758,US,"Barrel spice, pineapple, butterscotch and candlewax aromas are followed by full-bodied tropical-fruit flavors. It displays a lot of richness but retains its sense of balance.",Indian Wells,90,17.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Chateau Ste. Michelle 2014 Indian Wells Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
4759,Italy,"This rosé blend of Magliocco, Greco Nero and Malvasia from Calabria offers lean intensity and aromas of rose petal and small berry. There's a touch of sour almond as well and the wine is slightly bitter and muddled in the mouth.",Vigna Fiego,82,,Southern Italy,Donnici,,Spadafora 2009 Vigna Fiego Rosé (Donnici),Rosé,Spadafora
4760,US,"From 100% Charbono, this offers hints of raspberry, cherry and orange on the nose, amid dense cherry and strawberry flavors that are concentrated and yet doesn't overwhelm the acidity. Medium body and weight make it a nice option for sipping and at the table.",Rosé of,88,28.0,California,Calistoga,Virginie Boone,Summers 2014 Rosé of Charbono (Calistoga),Charbono,Summers
4761,Italy,"Strawberry, rose petal, dark spice and a whiff of oak lead the nose and follow through to the robust palate along with steeped black cherry and a vanilla note. Firm tannins grip the finish. You'll also notice the warmth of alcohol on the close.",,88,50.0,Piedmont,Barolo,Kerin O’Keefe,Aldo Clerico 2011  Barolo,Nebbiolo,Aldo Clerico
4762,US,"This pure Syrah—the first reserve Syrah from Gorman—pulls out all the stops. It's a tannic, bold, earthy and powerful wine that's loaded with black fruits. Aged for 20 months in 100% new French oak, it takes the wood in stride, adding Red Mountain minerality to the mix.",Behind the Black Curtain Reserve,94,80.0,Washington,Red Mountain,Paul Gregutt,Gorman 2010 Behind the Black Curtain Reserve Syrah (Red Mountain),Syrah,Gorman
4763,Israel,"Dark red violet in color, this wine has aromas of cherry, lavender and rose petal. It is a well-balanced wine with flavors of black cherry, raspberry, Turkish delight and herbes de Provence. Silky tannins coat the palate into the lasting finish, which is punctuated by a note of bright cherry.",Reserve,91,25.0,Upper Galilee,,Mike DeSimone,Binyamina 2012 Reserve Cabernet Sauvignon (Upper Galilee),Cabernet Sauvignon,Binyamina
4764,US,"The aromas lean pretty far into the green, with notes of savory herb along cherry with wood spice, which seems a bit prominent. The fruit flavors are plump but retain a sense of elegance. Ultimately the sense of greenness proves a bit too distracting.",Cabernet Sauvignon–Merlot–Malbec,87,29.0,Idaho,,Sean P. Sullivan,Cinder 2014 Cabernet Sauvignon–Merlot–Malbec Red,Bordeaux-style Red Blend,Cinder
4765,Australia,"The centerpiece of Phil Sexton's current venture (he previously founded and sold both a brewery and a winery) is this single vineyard, from which he makes a Pinot Noir and this wine. The 2012 Chard is a bold yet elegant wine, filled with grilled pineapple and citrus fruit and framed by hints of toasted nuts, vanilla and graphite.",Sexton Vineyard,92,42.0,Victoria,Yarra Valley,Joe Czerwinski,Giant Steps 2012 Sexton Vineyard Chardonnay (Yarra Valley),Chardonnay,Giant Steps
4766,Italy,"This fortified Nebbiolo-based wine can be consumed as an after-dinner bitter. The aromas recall root beer, medicinal herbs, cough syrup and juniper berry. Its natural bitterness sends a shock to the body: the wine has been infused with sugar, herbs and spices.",Quintessenza Vino Aromatizzato,85,,Piedmont,Piedmont,,Punset NV Quintessenza Vino Aromatizzato Nebbiolo (Piedmont),Nebbiolo,Punset
4767,Italy,"Rose petal, violet, red berry, white pepper and eucalyptus scents meld together on this bright, structured expression of Nebbiolo. The linear, elegant palate doles out juicy red cherry, mint, aromatic herb and star anise while firm, polished tannins and fresh acidity provide the framework. It's already accessible but will also age gracefully over the next several years. Drink through 2024.",,91,,Piedmont,Roero,Kerin O’Keefe,Cornarea 2012  Roero,Nebbiolo,Cornarea
4768,Austria,"Poised and elegant, this has deliciously restrained fruit that shows green plum flavors and a layer of pepper. To finish this finely balanced wine, there is a layer of fresh acidity. Needs another 3–4 years to develop and round out.",Ried Liebenberg Smaragd,92,56.0,Wachau,,Roger Voss,Josef Jamek 2006 Ried Liebenberg Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,Josef Jamek
4769,Italy,"Aromas of underbrush, leather, truffle and a balsamic note lead the nose on this lush wine. On the concentrated palate, ripe plum and blackberry take center stage while notes of vanilla, mocha, licorice and clove play supporting roles. Velvety tannins generate a smooth texture and make it extremely approachable. Drink through 2019.",,92,40.0,Central Italy,Montefalco Sagrantino,Kerin O’Keefe,Adanti 2007  Montefalco Sagrantino,Sagrantino,Adanti
4770,France,"A ripe, full, fruity wine, this has light hints of vanilla from wood aging. These go with the peach and apricot flavors to create a generous wine that is already delicious but could age for another year.",Special Selection,88,,Burgundy,Pouilly-Fuissé,Roger Voss,Jean-Claude Debeaune 2011 Special Selection  (Pouilly-Fuissé),Chardonnay,Jean-Claude Debeaune
4771,Chile,"Dusty aromas offset by lime, nettle and snap pea scents get this off to a good start. A direct, stony, minerally palate with tangerine, bell pepper and jalapeño flavors finishes with a controlled level of pyrazinic bitterness.",Reserva,88,13.0,Leyda Valley,,Michael Schachner,Bodega Volcanes de Chile 2015 Reserva Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Bodega Volcanes de Chile
4772,US,"Good price for a Napa Merlot this rich. It's a soft, fleshy wine, with silky tannins and red cherry pie, licorice, bacon, black pepper and sandalwood flavors. Drink now with beef.",Lot #11,87,16.0,California,Napa Valley,,Tangley Oaks 2010 Lot #11 Merlot (Napa Valley),Merlot,Tangley Oaks
